sales_document,document_type,sales_document_item,order_date,company_code,sales_organization,distribution_channel,sold_to_customer,material_id,order_priority,payment_terms,incoterms,order_quantity,net_unit_price,discount_pct
6590,OR,10,2024-03-16,1000,EU01,Partner,C001,MAT003,High,PREPAID,EXW,9,1529.66,0.15
6591,OR,10,2023-08-15,1000,EU01,Partner,C006,MAT008,Critical,NET45,EXW,6,199.91,0.05
6592,ZOR,10,2023-07-12,2000,DE01,Inside Sales,C009,MAT007,Critical,COD,EXW,10,1648.95,0.15
6593,OR,10,2023-07-17,1000,DE01,Retail,C007,MAT008,Critical,NET45,EXW,8,1232.38,0.2
6594,OR,10,2023-06-13,1000,EU01,Partner,C007,MAT002,Low,PREPAID,DAP,8,821.53,0.2
6595,OR,10,2024-12-15,1000,DE01,Inside Sales,C010,MAT003,Low,NET30,FCA,11,983.78,0.15
6596,OR,10,2023-10-24,1000,EU01,Inside Sales,C009,MAT008,Low,NET45,DAP,12,210.18,0.2
6597,OR,10,2024-04-04,1000,EU01,Online,C007,MAT007,High,NET45,DAP,4,353.47,0.0
6598,ZOR,10,2024-11-04,1000,DE01,Online,C006,MAT006,Low,COD,DAP,1,871.96,0.1
6599,ZOR,10,2024-10-23,1000,DE01,Retail,C007,MAT007,High,NET30,DAP,6,63.71,0.05
6600,OR,10,2024-02-06,2000,EU01,Partner,C002,MAT008,Low,PREPAID,DAP,3,331.07,0.0
6601,OR,10,2024-08-26,1000,EU02,Partner,C004,MAT001,High,NET30,EXW,5,1324.25,0.0
6602,OR,10,2024-04-17,2000,DE01,Retail,C008,MAT001,Low,COD,DAP,9,782.48,0.1
6603,OR,10,2023-07-04,2000,EU02,Retail,C001,MAT007,Medium,NET30,DAP,7,1067.55,0.1
6604,ZOR,10,2023-02-02,2000,DE01,Partner,C003,MAT003,Medium,COD,EXW,10,254.89,0.2
6605,OR,10,2024-06-04,2000,DE01,Inside Sales,C007,MAT004,Critical,NET45,DAP,5,1493.18,0.2
6606,ZOR,10,2024-08-08,1000,EU01,Partner,C005,MAT003,High,PREPAID,DAP,11,1091.99,0.0
6607,OR,10,2024-11-22,2000,EU01,Partner,C008,MAT006,Medium,PREPAID,EXW,9,437.03,0.0
6608,OR,10,2023-12-17,2000,EU01,Online,C006,MAT006,Medium,COD,FCA,9,317.38,0.2
6609,OR,10,2024-08-06,2000,EU02,Online,C007,MAT003,Critical,PREPAID,DAP,8,511.41,0.1
6610,ZOR,10,2024-06-21,1000,EU02,Partner,C003,MAT005,Critical,COD,EXW,7,1069.11,0.0
6611,OR,10,2023-06-30,2000,DE01,Retail,C004,MAT006,Low,PREPAID,EXW,6,959.24,0.15
6612,OR,10,2024-10-06,2000,DE01,Online,C010,MAT001,Medium,PREPAID,FCA,4,822.6,0.2
6613,ZOR,10,2023-08-31,2000,DE01,Online,C010,MAT004,High,PREPAID,FCA,7,1191.07,0.15
6614,OR,10,2024-04-29,1000,EU01,Online,C004,MAT002,High,NET45,DAP,3,39.85,0.0
6615,ZOR,10,2024-09-14,2000,EU02,Partner,C010,MAT001,Low,NET30,DAP,11,1598.67,0.15
6616,OR,10,2023-07-09,1000,EU02,Partner,C006,MAT007,Critical,NET45,DAP,3,1504.5,0.0
6617,ZOR,10,2024-10-09,2000,EU02,Partner,C004,MAT001,Low,NET45,FCA,5,1225.73,0.0
6618,OR,10,2024-04-07,2000,DE01,Partner,C007,MAT007,Medium,PREPAID,EXW,6,1785.49,0.2
6619,OR,10,2024-02-22,1000,EU01,Inside Sales,C007,MAT008,Critical,NET45,FCA,1,184.99,0.0
6620,OR,10,2023-10-14,1000,DE01,Online,C004,MAT005,Low,NET45,EXW,6,624.03,0.0
6621,OR,10,2024-06-22,1000,DE01,Partner,C004,MAT001,Medium,NET45,DAP,8,1058.0,0.0
6622,ZOR,10,2024-08-04,2000,DE01,Retail,C007,MAT002,Low,NET45,FCA,5,1048.62,0.15
6623,OR,10,2024-07-17,2000,EU01,Inside Sales,C005,MAT005,High,PREPAID,FCA,7,1059.06,0.0
6624,OR,10,2023-09-14,1000,DE01,Inside Sales,C008,MAT008,Critical,COD,EXW,2,453.25,0.0
6625,OR,10,2023-10-24,2000,EU02,Inside Sales,C009,MAT001,Critical,NET45,DAP,7,733.31,0.15
6626,ZOR,10,2024-06-27,2000,EU02,Retail,C008,MAT004,Low,NET30,EXW,11,1653.88,0.0
6627,ZOR,10,2024-04-15,2000,DE01,Online,C009,MAT006,Critical,COD,DAP,5,1184.69,0.15
6628,OR,10,2024-06-15,1000,EU02,Inside Sales,C006,MAT005,Low,COD,DAP,8,47.01,0.0
6629,OR,10,2024-07-22,2000,EU01,Online,C004,MAT001,High,COD,DAP,2,1516.41,0.15
6630,OR,10,2024-01-11,1000,DE01,Partner,C002,MAT003,Medium,NET30,DAP,1,1228.93,0.0
6631,ZOR,10,2024-05-11,2000,EU01,Inside Sales,C008,MAT004,Critical,NET30,EXW,1,378.58,0.0
6632,ZOR,10,2023-08-24,2000,DE01,Retail,C003,MAT001,High,PREPAID,EXW,5,1523.25,0.0
6633,ZOR,10,2024-05-13,2000,DE01,Partner,C006,MAT008,High,COD,FCA,4,556.96,0.1
6634,OR,10,2024-04-02,2000,EU02,Partner,C004,MAT004,Medium,NET45,DAP,3,1700.2,0.2
6635,OR,10,2023-01-05,1000,EU02,Retail,C009,MAT008,Critical,NET30,FCA,11,1366.62,0.05
6636,OR,10,2024-12-18,2000,EU02,Retail,C004,MAT006,Medium,PREPAID,EXW,1,450.86,0.2
6637,ZOR,10,2023-12-31,1000,DE01,Partner,C006,MAT004,Low,COD,FCA,11,1151.2,0.2
6638,OR,10,2023-05-18,2000,EU01,Retail,C008,MAT007,High,PREPAID,DAP,1,1375.67,0.0
6639,OR,10,2023-06-26,2000,EU02,Partner,C008,MAT006,Medium,NET30,FCA,3,1108.74,0.2
6640,OR,10,2024-12-26,1000,EU02,Online,C003,MAT002,Medium,NET45,FCA,7,518.9,0.0
6641,OR,10,2024-02-07,1000,EU01,Retail,C001,MAT002,High,PREPAID,DAP,1,861.7,0.2
6642,ZOR,10,2023-09-12,2000,DE01,Online,C002,MAT008,Critical,NET45,EXW,12,1565.43,0.1
6643,OR,10,2023-06-11,1000,EU02,Partner,C003,MAT006,High,COD,EXW,1,1324.01,0.1
6644,OR,10,2024-08-09,2000,DE01,Partner,C002,MAT004,High,NET45,DAP,6,550.83,0.0
6645,OR,10,2024-07-29,2000,EU02,Inside Sales,C003,MAT003,Medium,PREPAID,EXW,3,1439.24,0.1
6646,OR,10,2024-01-05,2000,DE01,Inside Sales,C006,MAT006,Medium,NET45,DAP,12,710.19,0.1
6647,OR,10,2024-01-26,2000,DE01,Inside Sales,C004,MAT007,Critical,PREPAID,DAP,1,1146.91,0.0
6648,OR,10,2024-04-14,1000,DE01,Retail,C001,MAT005,Medium,NET30,EXW,11,1253.48,0.0
6649,OR,10,2023-12-31,1000,DE01,Inside Sales,C010,MAT003,Medium,PREPAID,FCA,7,765.79,0.0
6650,ZOR,10,2023-09-29,1000,EU01,Partner,C001,MAT007,High,NET30,FCA,11,1798.52,0.2
6651,ZOR,10,2023-10-01,2000,EU02,Inside Sales,C010,MAT006,Medium,NET45,EXW,5,864.78,0.0
6652,ZOR,10,2023-05-09,1000,DE01,Online,C008,MAT005,Medium,PREPAID,DAP,4,1774.8,0.0
6653,OR,10,2024-02-10,1000,EU01,Partner,C002,MAT004,Medium,NET30,FCA,12,1236.82,0.05
6654,OR,10,2024-07-10,1000,DE01,Partner,C010,MAT002,Critical,NET30,EXW,10,1085.81,0.1
6655,ZOR,10,2024-09-01,1000,DE01,Partner,C003,MAT006,Critical,PREPAID,EXW,10,357.49,0.2
6656,ZOR,10,2023-07-20,1000,EU02,Online,C010,MAT008,Critical,PREPAID,FCA,3,1688.95,0.05
6657,OR,10,2024-02-26,1000,EU01,Online,C001,MAT001,Medium,COD,EXW,4,249.33,0.0
6658,OR,10,2023-12-19,1000,EU02,Online,C001,MAT001,Low,PREPAID,EXW,11,1630.37,0.0
6659,OR,10,2024-06-05,2000,DE01,Retail,C009,MAT004,Medium,NET45,FCA,10,1770.38,0.1
6660,OR,10,2024-03-06,1000,DE01,Inside Sales,C001,MAT008,Medium,NET30,FCA,8,149.0,0.0
6661,ZOR,10,2023-07-07,2000,EU01,Partner,C007,MAT007,Medium,COD,DAP,4,1331.58,0.05
6662,OR,10,2023-09-17,2000,DE01,Online,C009,MAT002,High,NET30,EXW,9,1246.48,0.05
6663,OR,10,2024-07-01,2000,EU01,Partner,C004,MAT006,Low,NET45,DAP,11,1323.63,0.0
6664,ZOR,10,2024-02-29,2000,DE01,Inside Sales,C006,MAT005,Critical,COD,FCA,3,382.91,0.0
6665,ZOR,10,2023-05-17,2000,DE01,Inside Sales,C001,MAT006,Critical,NET30,FCA,2,142.56,0.0
6666,ZOR,10,2023-11-07,2000,EU01,Retail,C002,MAT003,Low,PREPAID,EXW,9,303.56,0.15
6667,OR,10,2023-05-31,1000,EU02,Online,C010,MAT008,Critical,COD,EXW,9,1446.89,0.1
6668,OR,10,2024-06-24,1000,DE01,Retail,C006,MAT004,Low,PREPAID,FCA,5,882.32,0.1
6669,OR,10,2024-09-06,2000,EU01,Inside Sales,C010,MAT001,Critical,PREPAID,EXW,12,1288.43,0.0
6670,OR,10,2024-08-05,1000,EU02,Online,C003,MAT004,Medium,NET30,DAP,10,791.24,0.0
6671,OR,10,2024-02-17,2000,DE01,Online,C006,MAT005,Low,PREPAID,FCA,7,1434.55,0.15
6672,ZOR,10,2024-10-30,1000,EU02,Retail,C009,MAT007,High,NET30,DAP,1,488.2,0.2
6673,OR,10,2024-08-14,1000,EU01,Partner,C009,MAT003,Medium,NET30,EXW,4,657.38,0.1
6674,ZOR,10,2023-04-18,2000,EU01,Online,C006,MAT005,Medium,NET45,FCA,9,487.73,0.1
6675,OR,10,2023-04-18,1000,DE01,Inside Sales,C002,MAT006,Low,COD,EXW,7,1775.19,0.15
6676,ZOR,10,2024-05-05,1000,EU02,Partner,C007,MAT003,Critical,COD,FCA,6,882.07,0.1
6677,ZOR,10,2024-04-16,1000,DE01,Retail,C005,MAT001,Medium,NET30,EXW,2,1641.46,0.2
6678,OR,10,2024-04-21,2000,EU01,Online,C010,MAT002,High,COD,EXW,7,635.62,0.15
6679,ZOR,10,2024-12-07,2000,EU02,Retail,C005,MAT004,High,NET45,DAP,7,1740.27,0.1
6680,ZOR,10,2023-01-21,2000,EU02,Inside Sales,C002,MAT006,High,NET45,DAP,9,1479.25,0.15
6681,ZOR,10,2023-03-06,1000,EU01,Inside Sales,C006,MAT001,Low,COD,DAP,3,328.9,0.05
6682,OR,10,2023-04-20,1000,EU02,Inside Sales,C005,MAT004,Medium,NET30,EXW,6,799.58,0.15
6683,ZOR,10,2023-04-18,2000,EU01,Partner,C002,MAT002,Medium,PREPAID,EXW,8,414.04,0.2
6684,ZOR,10,2023-10-12,2000,DE01,Retail,C003,MAT008,Medium,NET30,EXW,7,1049.1,0.0
6685,OR,10,2024-12-25,1000,DE01,Online,C004,MAT003,High,NET30,FCA,1,833.06,0.15
6686,ZOR,10,2023-04-15,2000,EU02,Retail,C008,MAT001,Medium,NET30,FCA,5,608.06,0.05
6687,ZOR,10,2023-07-21,1000,EU02,Retail,C002,MAT007,Medium,NET30,DAP,8,956.72,0.0
6688,ZOR,10,2023-05-18,1000,DE01,Partner,C002,MAT003,Critical,NET30,EXW,4,1034.53,0.15
6689,ZOR,10,2023-06-16,2000,DE01,Online,C002,MAT006,Critical,PREPAID,FCA,8,1015.73,0.05
6690,OR,10,2023-10-17,1000,DE01,Inside Sales,C002,MAT005,High,PREPAID,EXW,10,338.08,0.0
6691,OR,10,2023-11-05,1000,EU02,Online,C010,MAT006,Critical,NET30,FCA,6,338.45,0.0
6692,OR,10,2024-03-29,1000,EU01,Partner,C004,MAT007,Medium,PREPAID,EXW,3,1799.72,0.1
6693,ZOR,10,2024-11-12,2000,DE01,Inside Sales,C005,MAT008,Critical,PREPAID,EXW,9,738.6,0.0
6694,ZOR,10,2023-07-26,2000,EU02,Inside Sales,C002,MAT002,High,NET45,DAP,4,937.04,0.0
6695,ZOR,10,2024-06-21,2000,EU02,Partner,C007,MAT008,Low,COD,DAP,10,48.46,0.15
6696,ZOR,10,2024-09-19,1000,EU01,Inside Sales,C006,MAT004,Medium,NET30,DAP,11,40.73,0.0
6697,ZOR,10,2024-10-25,2000,EU01,Inside Sales,C006,MAT005,Medium,NET30,FCA,5,908.44,0.1
6698,OR,10,2023-09-15,2000,EU01,Retail,C007,MAT001,Medium,PREPAID,FCA,6,1407.35,0.2
6699,OR,10,2024-02-26,2000,EU01,Online,C002,MAT008,High,PREPAID,FCA,9,1491.96,0.15
6700,ZOR,10,2023-09-19,1000,DE01,Partner,C002,MAT001,High,NET45,FCA,4,678.47,0.05
6701,OR,10,2023-03-02,2000,EU01,Online,C008,MAT003,Critical,NET30,DAP,8,846.95,0.0
6702,OR,10,2023-07-10,2000,EU02,Online,C003,MAT008,Low,PREPAID,DAP,10,1278.73,0.0
6703,ZOR,10,2023-01-17,1000,EU01,Retail,C007,MAT004,Medium,COD,EXW,9,526.91,0.05
6704,ZOR,10,2024-09-01,1000,EU02,Retail,C002,MAT004,High,NET45,FCA,5,236.68,0.05
6705,OR,10,2024-02-29,2000,DE01,Online,C005,MAT007,Medium,COD,DAP,1,1211.51,0.05
6706,OR,10,2023-06-28,1000,EU02,Partner,C009,MAT001,Medium,COD,FCA,3,790.45,0.2
6707,OR,10,2023-02-06,2000,DE01,Retail,C009,MAT006,Medium,COD,DAP,2,839.85,0.0
6708,ZOR,10,2023-08-22,1000,EU02,Online,C005,MAT002,Low,PREPAID,FCA,8,222.84,0.1
6709,OR,10,2024-12-26,1000,DE01,Retail,C008,MAT005,Critical,NET30,FCA,6,546.31,0.15
6710,ZOR,10,2024-10-09,1000,EU01,Retail,C002,MAT006,High,PREPAID,DAP,12,1649.09,0.2
6711,ZOR,10,2024-02-14,2000,EU02,Partner,C004,MAT007,Critical,NET45,DAP,1,337.28,0.2
6712,ZOR,10,2023-03-31,1000,EU02,Online,C003,MAT005,Medium,NET45,EXW,2,512.23,0.0
6713,OR,10,2023-12-20,2000,EU02,Online,C010,MAT008,Critical,PREPAID,FCA,4,1541.61,0.15
6714,OR,10,2024-04-10,2000,EU01,Online,C004,MAT007,Low,NET30,EXW,7,1015.61,0.0
6715,ZOR,10,2023-02-07,1000,EU02,Retail,C001,MAT008,Medium,PREPAID,FCA,11,688.11,0.0
6716,ZOR,10,2024-10-29,2000,EU01,Online,C004,MAT002,High,PREPAID,DAP,11,1268.76,0.15
6717,OR,10,2023-03-09,1000,EU02,Retail,C002,MAT006,Critical,NET30,EXW,4,1345.74,0.1
6718,ZOR,10,2024-02-19,2000,EU01,Inside Sales,C003,MAT002,Low,PREPAID,EXW,1,799.2,0.0
6719,OR,10,2024-08-26,1000,EU02,Inside Sales,C004,MAT005,Medium,PREPAID,DAP,2,1263.42,0.2
6720,ZOR,10,2023-08-23,2000,EU02,Online,C005,MAT008,Medium,NET30,EXW,4,1422.0,0.1
6721,ZOR,10,2024-08-03,1000,EU02,Online,C009,MAT008,Critical,NET45,EXW,3,1632.07,0.15
6722,ZOR,10,2023-03-31,1000,EU02,Retail,C001,MAT007,High,NET45,DAP,3,1209.64,0.0
6723,ZOR,10,2023-09-04,1000,EU01,Inside Sales,C002,MAT005,Medium,PREPAID,DAP,7,1237.87,0.2
6724,ZOR,10,2024-05-21,1000,DE01,Retail,C006,MAT007,Critical,COD,EXW,12,539.29,0.05
6725,OR,10,2023-04-24,2000,EU01,Online,C006,MAT004,Medium,NET45,FCA,1,401.59,0.15
6726,ZOR,10,2024-06-29,1000,EU01,Inside Sales,C005,MAT005,Medium,PREPAID,EXW,9,967.3,0.2
6727,OR,10,2023-11-12,1000,DE01,Online,C001,MAT008,Medium,NET45,FCA,9,856.39,0.15
6728,OR,10,2024-06-27,1000,EU02,Inside Sales,C004,MAT003,Low,NET45,DAP,4,1773.7,0.0
6729,OR,10,2024-11-11,1000,EU02,Inside Sales,C009,MAT007,High,COD,EXW,8,522.32,0.05
6730,OR,10,2024-10-09,2000,EU01,Partner,C002,MAT006,High,NET45,FCA,10,439.0,0.0
6731,OR,10,2023-12-17,2000,EU01,Online,C005,MAT001,Low,NET45,FCA,5,393.12,0.1
6732,OR,10,2024-05-04,2000,EU01,Retail,C010,MAT002,High,NET45,FCA,7,915.57,0.0
6733,ZOR,10,2024-03-23,2000,EU01,Retail,C007,MAT003,Low,NET45,EXW,9,1216.96,0.05
6734,ZOR,10,2023-05-28,1000,EU01,Partner,C009,MAT004,Low,NET30,FCA,10,1545.74,0.15
6735,OR,10,2023-08-19,1000,EU02,Retail,C009,MAT004,Medium,NET30,EXW,12,1116.33,0.2
6736,ZOR,10,2024-08-25,1000,DE01,Partner,C010,MAT001,Medium,NET30,FCA,10,1690.75,0.2
6737,OR,10,2023-01-30,1000,EU01,Retail,C002,MAT002,Medium,NET30,FCA,5,852.43,0.15
6738,OR,10,2023-01-14,1000,EU02,Partner,C002,MAT004,Medium,PREPAID,FCA,1,1488.99,0.0
6739,ZOR,10,2024-02-18,2000,EU01,Online,C003,MAT005,Medium,COD,EXW,5,215.35,0.2
6740,OR,10,2024-11-16,2000,DE01,Online,C005,MAT006,Low,NET45,DAP,12,780.29,0.1
6741,OR,10,2023-10-06,2000,EU02,Inside Sales,C002,MAT001,Medium,PREPAID,FCA,5,539.57,0.0
6742,ZOR,10,2024-11-22,1000,EU02,Retail,C005,MAT002,High,COD,FCA,10,213.32,0.2
6743,ZOR,10,2023-06-29,2000,EU02,Online,C007,MAT008,Low,NET30,EXW,1,831.65,0.1
6744,OR,10,2023-07-02,2000,DE01,Inside Sales,C010,MAT003,Critical,NET30,DAP,7,1056.22,0.0
6745,OR,10,2024-01-13,1000,DE01,Partner,C003,MAT007,Low,NET45,DAP,9,795.32,0.05
6746,OR,10,2023-12-22,2000,EU02,Inside Sales,C003,MAT004,Medium,NET30,DAP,9,1705.96,0.0
6747,OR,10,2024-03-27,1000,DE01,Partner,C001,MAT004,High,NET45,EXW,6,1483.68,0.0
6748,ZOR,10,2023-11-30,1000,EU02,Online,C007,MAT003,Medium,NET30,FCA,3,832.58,0.05
6749,OR,10,2024-10-30,1000,EU02,Online,C009,MAT008,Medium,NET45,DAP,3,1056.14,0.1
6750,ZOR,10,2023-07-25,2000,DE01,Retail,C004,MAT003,High,NET30,EXW,3,767.3,0.1
6751,ZOR,10,2023-04-05,1000,DE01,Online,C008,MAT002,Low,NET30,DAP,6,148.52,0.15
6752,ZOR,10,2023-12-15,2000,DE01,Inside Sales,C005,MAT003,Critical,NET45,EXW,6,1687.89,0.1
6753,ZOR,10,2023-10-21,1000,EU02,Retail,C002,MAT002,Medium,PREPAID,FCA,8,1555.86,0.0
6754,ZOR,10,2023-02-06,2000,EU02,Online,C008,MAT004,High,COD,FCA,3,431.21,0.2
6755,ZOR,10,2024-04-25,1000,DE01,Inside Sales,C009,MAT008,Medium,COD,DAP,9,663.54,0.0
6756,OR,10,2023-06-14,2000,DE01,Partner,C005,MAT008,Critical,NET45,EXW,10,1635.84,0.15
6757,OR,10,2023-03-27,2000,EU02,Partner,C010,MAT001,Low,NET45,DAP,11,54.37,0.0
6758,OR,10,2024-07-19,2000,EU02,Online,C005,MAT008,Low,NET45,FCA,7,1676.53,0.0
6759,ZOR,10,2023-06-02,2000,DE01,Retail,C006,MAT008,Medium,COD,FCA,2,1257.62,0.2
6760,OR,10,2024-08-14,1000,DE01,Inside Sales,C009,MAT007,Critical,NET30,FCA,5,1556.41,0.2
6761,ZOR,10,2024-03-18,1000,EU01,Online,C010,MAT003,Medium,COD,DAP,3,978.27,0.05
6762,OR,10,2024-10-16,1000,EU01,Inside Sales,C001,MAT004,Low,PREPAID,FCA,2,706.49,0.15
6763,ZOR,10,2023-07-19,2000,DE01,Partner,C007,MAT008,Low,PREPAID,FCA,6,55.88,0.0
6764,ZOR,10,2023-03-12,2000,EU02,Online,C002,MAT001,High,COD,FCA,5,1466.58,0.2
6765,ZOR,10,2024-06-06,2000,EU02,Inside Sales,C001,MAT002,Critical,NET30,EXW,6,1142.27,0.0
6766,ZOR,10,2023-03-17,2000,DE01,Partner,C001,MAT008,High,COD,DAP,6,1154.23,0.05
6767,OR,10,2024-12-06,1000,DE01,Partner,C009,MAT004,High,NET45,EXW,10,932.01,0.05
6768,OR,10,2023-04-10,2000,EU01,Partner,C009,MAT008,Medium,NET30,EXW,7,260.52,0.0
6769,ZOR,10,2024-08-13,1000,EU02,Partner,C005,MAT002,Medium,NET45,EXW,8,1070.19,0.0
6770,ZOR,10,2023-09-06,1000,EU01,Online,C006,MAT001,Critical,NET45,EXW,5,514.62,0.0
6771,ZOR,10,2024-03-25,1000,EU02,Partner,C003,MAT005,Critical,COD,EXW,12,289.41,0.2
6772,OR,10,2024-05-29,2000,DE01,Inside Sales,C006,MAT002,Low,NET45,EXW,3,846.34,0.0
6773,OR,10,2024-10-17,1000,EU01,Retail,C002,MAT001,Critical,NET30,FCA,2,511.22,0.0
6774,ZOR,10,2024-01-07,1000,DE01,Online,C003,MAT003,Critical,NET45,EXW,11,1605.7,0.0
6775,OR,10,2023-06-18,1000,DE01,Online,C006,MAT006,Low,PREPAID,DAP,10,196.15,0.05
6776,ZOR,10,2024-09-18,1000,EU01,Online,C004,MAT003,Medium,NET30,DAP,9,355.31,0.0
6777,OR,10,2024-01-24,2000,DE01,Online,C001,MAT003,Critical,NET30,EXW,5,1737.17,0.2
6778,ZOR,10,2023-12-09,2000,DE01,Inside Sales,C007,MAT006,Medium,NET30,DAP,2,44.26,0.0
6779,OR,10,2023-08-17,2000,EU01,Partner,C001,MAT001,Critical,NET45,FCA,4,397.51,0.2
6780,OR,10,2023-04-17,1000,EU01,Retail,C002,MAT003,Medium,NET45,FCA,9,229.87,0.1
6781,ZOR,10,2024-12-24,1000,EU01,Retail,C005,MAT005,Critical,NET45,FCA,11,1707.76,0.15
6782,ZOR,10,2024-12-29,2000,EU01,Online,C001,MAT001,Low,NET30,FCA,4,586.85,0.05
6783,ZOR,10,2023-06-02,1000,EU01,Online,C010,MAT004,Medium,PREPAID,EXW,8,1547.61,0.05
6784,ZOR,10,2024-11-05,2000,EU01,Retail,C008,MAT008,Low,PREPAID,EXW,3,1582.57,0.05
6785,OR,10,2024-04-06,2000,EU01,Retail,C006,MAT007,Medium,COD,EXW,1,930.86,0.0
6786,ZOR,10,2024-06-28,1000,EU01,Retail,C004,MAT007,High,NET45,FCA,9,1411.2,0.05
6787,OR,10,2023-09-05,1000,EU01,Retail,C006,MAT003,Critical,COD,FCA,1,745.87,0.05
6788,ZOR,10,2023-06-09,2000,DE01,Retail,C005,MAT001,Critical,NET45,DAP,6,363.68,0.2
6789,ZOR,10,2024-06-01,1000,EU01,Retail,C001,MAT007,Medium,NET45,DAP,1,718.05,0.2
6790,OR,10,2023-01-30,2000,EU01,Inside Sales,C010,MAT008,Medium,NET45,EXW,12,1525.76,0.0
6791,OR,10,2023-01-31,2000,EU01,Inside Sales,C002,MAT005,Medium,NET30,FCA,3,445.79,0.2
6792,OR,10,2024-02-12,2000,EU02,Partner,C009,MAT005,High,NET45,EXW,9,508.33,0.15
6793,ZOR,10,2024-06-06,1000,EU01,Partner,C002,MAT006,Critical,NET30,FCA,6,1560.07,0.0
6794,OR,10,2023-12-26,2000,EU02,Partner,C004,MAT004,High,COD,DAP,12,685.31,0.05
6795,ZOR,10,2023-07-10,1000,EU01,Partner,C009,MAT006,Critical,NET45,FCA,6,728.13,0.0
6796,ZOR,10,2024-07-29,1000,DE01,Partner,C006,MAT004,High,NET30,FCA,10,732.09,0.0
6797,OR,10,2023-10-23,1000,EU02,Online,C008,MAT007,High,NET45,DAP,12,540.2,0.1
6798,ZOR,10,2024-04-24,2000,EU02,Partner,C001,MAT007,Critical,NET30,DAP,5,1736.08,0.2
6799,OR,10,2023-10-29,2000,EU02,Partner,C010,MAT002,Low,COD,EXW,6,1203.77,0.2
6800,ZOR,10,2024-02-18,1000,EU02,Retail,C009,MAT002,Low,COD,FCA,2,68.97,0.2
6801,OR,10,2023-05-19,2000,EU02,Partner,C007,MAT006,Medium,NET45,DAP,7,736.18,0.1
6802,ZOR,10,2023-08-01,1000,DE01,Partner,C002,MAT004,Medium,COD,EXW,9,900.26,0.0
6803,ZOR,10,2023-11-06,1000,DE01,Retail,C001,MAT007,Low,PREPAID,FCA,10,318.72,0.0
6804,ZOR,10,2023-07-12,2000,EU01,Retail,C004,MAT006,Critical,COD,DAP,10,403.75,0.0
6805,ZOR,10,2024-04-16,2000,EU01,Inside Sales,C005,MAT001,Medium,COD,FCA,1,355.07,0.0
6806,OR,10,2024-08-30,1000,EU01,Inside Sales,C003,MAT004,Critical,PREPAID,EXW,7,1337.72,0.0
6807,ZOR,10,2024-03-10,2000,EU01,Inside Sales,C001,MAT008,Critical,COD,EXW,4,186.54,0.0
6808,OR,10,2023-04-26,2000,EU02,Inside Sales,C007,MAT002,Medium,COD,DAP,3,1062.32,0.0
6809,ZOR,10,2023-07-25,2000,EU01,Online,C003,MAT005,High,PREPAID,EXW,6,797.84,0.0
6810,ZOR,10,2024-12-05,2000,DE01,Partner,C002,MAT002,Low,COD,EXW,11,575.15,0.1
6811,ZOR,10,2023-03-21,1000,DE01,Retail,C009,MAT007,Medium,NET30,FCA,11,672.88,0.0
6812,OR,10,2023-05-28,1000,DE01,Online,C007,MAT002,Medium,NET45,EXW,3,1038.07,0.15
6813,OR,10,2024-01-30,2000,EU02,Partner,C002,MAT002,High,COD,FCA,8,672.37,0.0
6814,OR,10,2023-01-15,2000,EU02,Retail,C002,MAT003,Critical,NET45,EXW,12,384.58,0.05
6815,OR,10,2024-11-17,2000,DE01,Online,C008,MAT007,Low,NET45,FCA,4,1516.77,0.2
6816,OR,10,2023-12-29,1000,EU02,Retail,C005,MAT002,Medium,PREPAID,DAP,4,846.47,0.05
6817,ZOR,10,2024-03-04,1000,EU02,Inside Sales,C001,MAT008,Medium,COD,EXW,2,709.24,0.05
6818,ZOR,10,2024-01-09,1000,DE01,Inside Sales,C009,MAT001,Medium,NET45,DAP,1,1238.96,0.2
6819,OR,10,2024-03-05,2000,EU01,Partner,C005,MAT001,Low,NET45,FCA,2,511.25,0.05
6820,OR,10,2023-01-16,1000,EU01,Online,C008,MAT003,Medium,NET45,FCA,10,822.83,0.1
6821,OR,10,2023-05-27,1000,EU02,Partner,C010,MAT001,Low,NET30,FCA,9,827.52,0.0
6822,ZOR,10,2023-07-06,2000,DE01,Online,C009,MAT003,Medium,NET30,EXW,12,398.5,0.1
6823,OR,10,2024-07-25,1000,EU01,Inside Sales,C005,MAT002,Medium,NET45,EXW,6,1796.79,0.15
6824,OR,10,2024-05-13,1000,DE01,Retail,C009,MAT008,Medium,NET30,EXW,2,1321.41,0.0
6825,OR,10,2023-01-25,2000,DE01,Online,C010,MAT004,Critical,PREPAID,FCA,6,1027.4,0.2
6826,ZOR,10,2024-08-28,2000,DE01,Inside Sales,C009,MAT006,Critical,NET30,FCA,12,977.12,0.0
6827,OR,10,2024-08-22,1000,EU01,Retail,C001,MAT004,High,PREPAID,FCA,1,1688.31,0.15
6828,ZOR,10,2024-03-20,2000,DE01,Retail,C004,MAT004,Critical,NET30,FCA,6,1221.97,0.1
6829,OR,10,2024-03-04,1000,DE01,Retail,C005,MAT002,High,COD,DAP,6,1531.11,0.2
6830,OR,10,2024-11-26,2000,EU02,Retail,C001,MAT008,Critical,NET30,EXW,4,340.51,0.0
6831,ZOR,10,2023-02-09,2000,EU02,Inside Sales,C004,MAT008,Medium,NET45,DAP,8,1172.37,0.15
