sales_document,sales_document_item,requested_delivery_date,plant,storage_location,shipping_condition
8347,10,2024-02-05,PAR1,WH-A,Express
8348,10,2024-05-12,AMS1,WH-A,Standard
8349,10,2023-06-30,BER1,WH-A,Pickup
8350,10,2024-05-14,BER1,WH-A,Express
8351,10,2024-12-12,PAR1,WH-A,Express
8352,10,2024-12-18,BER1,WH-C,Express
8353,10,2023-12-10,AMS1,WH-C,Standard
8354,10,2023-12-08,BER1,WH-C,Standard
8355,10,2023-01-28,AMS1,WH-B,Express
8356,10,2024-02-23,AMS1,WH-B,Express
8357,10,2023-12-21,PAR1,WH-C,Pickup
8358,10,2024-09-15,BER1,WH-A,Pickup
8359,10,2023-08-03,AMS1,WH-C,Pickup
8360,10,2024-04-27,PAR1,WH-C,Pickup
8361,10,2023-11-12,AMS1,WH-A,Standard
8362,10,2023-11-07,AMS1,WH-A,Pickup
8363,10,2023-12-22,PAR1,WH-B,Express
8364,10,2023-04-27,AMS1,WH-C,Pickup
8365,10,2023-07-10,PAR1,WH-A,Pickup
8366,10,2024-03-08,PAR1,WH-C,Standard
8367,10,2023-01-23,PAR1,WH-B,Standard
8368,10,2024-02-19,AMS1,WH-B,Express
8369,10,2023-09-23,BER1,WH-A,Standard
8370,10,2024-08-04,PAR1,WH-B,Standard
8371,10,2023-05-04,PAR1,WH-A,Express
8372,10,2024-05-04,AMS1,WH-B,Standard
8373,10,2024-05-06,BER1,WH-C,Standard
8374,10,2024-08-23,AMS1,WH-C,Pickup
8375,10,2024-09-27,BER1,WH-A,Pickup
8376,10,2024-04-21,AMS1,WH-B,Standard
8377,10,2023-05-16,PAR1,WH-C,Pickup
8378,10,2024-02-05,AMS1,WH-C,Standard
8379,10,2024-10-02,BER1,WH-B,Pickup
8380,10,2023-10-29,AMS1,WH-C,Pickup
8381,10,2024-12-05,BER1,WH-B,Express
8382,10,2023-03-21,AMS1,WH-C,Pickup
8383,10,2024-07-09,BER1,WH-B,Standard
8384,10,2023-05-11,BER1,WH-C,Standard
8385,10,2024-09-13,PAR1,WH-C,Pickup
8386,10,2023-10-15,BER1,WH-B,Express
8387,10,2023-12-02,PAR1,WH-B,Express
8388,10,2024-10-20,AMS1,WH-C,Express
8389,10,2023-03-17,AMS1,WH-A,Express
8390,10,2024-10-01,BER1,WH-C,Standard
8391,10,2024-12-31,BER1,WH-C,Pickup
8392,10,2023-01-26,PAR1,WH-C,Standard
8393,10,2023-05-13,AMS1,WH-C,Standard
8394,10,2023-04-01,BER1,WH-C,Pickup
8395,10,2023-04-27,AMS1,WH-B,Standard
8396,10,2024-10-15,AMS1,WH-A,Pickup
8397,10,2024-12-15,PAR1,WH-B,Express
8398,10,2023-06-25,BER1,WH-A,Pickup
8399,10,2024-12-16,PAR1,WH-C,Standard
8400,10,2024-08-19,PAR1,WH-B,Express
8401,10,2024-07-16,PAR1,WH-A,Standard
8402,10,2023-08-02,BER1,WH-B,Standard
8403,10,2023-08-29,PAR1,WH-A,Pickup
8404,10,2024-08-13,BER1,WH-A,Express
8405,10,2024-10-18,BER1,WH-C,Express
8406,10,2023-07-14,AMS1,WH-C,Express
8407,10,2023-01-21,BER1,WH-C,Standard
8408,10,2023-07-22,AMS1,WH-A,Pickup
8409,10,2024-01-07,AMS1,WH-C,Express
8410,10,2024-04-27,PAR1,WH-B,Standard
8411,10,2023-07-22,BER1,WH-C,Pickup
8412,10,2023-01-20,PAR1,WH-C,Pickup
8413,10,2023-01-27,PAR1,WH-C,Pickup
8414,10,2024-06-28,AMS1,WH-B,Standard
8415,10,2023-10-04,PAR1,WH-A,Standard
8416,10,2023-05-11,BER1,WH-C,Express
8417,10,2024-02-03,AMS1,WH-C,Express
8418,10,2023-09-27,PAR1,WH-C,Pickup
8419,10,2024-09-04,AMS1,WH-B,Pickup
8420,10,2024-04-27,BER1,WH-C,Standard
8421,10,2023-09-29,BER1,WH-C,Standard
8422,10,2024-07-05,AMS1,WH-B,Express
8423,10,2024-10-04,AMS1,WH-A,Pickup
8424,10,2023-03-07,AMS1,WH-C,Express
8425,10,2024-02-06,PAR1,WH-B,Standard
8426,10,2023-11-29,BER1,WH-A,Standard
8427,10,2024-08-17,PAR1,WH-A,Standard
8428,10,2023-08-28,BER1,WH-A,Pickup
8429,10,2023-01-11,AMS1,WH-A,Express
8430,10,2024-08-31,PAR1,WH-B,Standard
8431,10,2023-08-09,AMS1,WH-A,Standard
8432,10,2023-10-30,AMS1,WH-C,Pickup
8433,10,2023-10-01,AMS1,WH-B,Pickup
8434,10,2024-06-04,BER1,WH-B,Express
8435,10,2023-03-26,BER1,WH-A,Express
8436,10,2023-10-01,AMS1,WH-A,Express
8437,10,2024-01-18,PAR1,WH-C,Pickup
8438,10,2024-06-02,PAR1,WH-A,Standard
8439,10,2024-12-08,PAR1,WH-B,Express
8440,10,2024-11-13,BER1,WH-C,Express
8441,10,2023-08-13,AMS1,WH-B,Pickup
8442,10,2024-12-19,AMS1,WH-C,Pickup
8443,10,2023-07-20,PAR1,WH-C,Standard
8444,10,2023-03-25,BER1,WH-A,Standard
8445,10,2023-07-03,BER1,WH-A,Standard
8446,10,2023-01-10,AMS1,WH-A,Standard
8447,10,2024-07-15,BER1,WH-A,Express
8448,10,2024-07-24,BER1,WH-A,Express
8449,10,2023-12-26,AMS1,WH-A,Express
8450,10,2024-12-14,PAR1,WH-B,Express
8451,10,2024-03-29,AMS1,WH-A,Standard
8452,10,2024-11-14,AMS1,WH-A,Standard
8453,10,2023-02-16,PAR1,WH-A,Standard
8454,10,2024-09-29,PAR1,WH-B,Standard
8455,10,2024-08-19,AMS1,WH-C,Standard
8456,10,2024-09-18,BER1,WH-A,Pickup
8457,10,2024-03-27,AMS1,WH-B,Standard
8458,10,2023-05-26,AMS1,WH-C,Pickup
8459,10,2023-06-26,BER1,WH-B,Standard
8460,10,2023-05-04,PAR1,WH-A,Express
8461,10,2023-11-07,PAR1,WH-C,Standard
8462,10,2024-10-21,AMS1,WH-A,Standard
8463,10,2023-07-05,PAR1,WH-C,Pickup
8464,10,2023-06-03,BER1,WH-A,Standard
8465,10,2023-02-11,BER1,WH-A,Standard
8466,10,2023-12-10,AMS1,WH-C,Standard
8467,10,2023-04-18,AMS1,WH-A,Standard
8468,10,2024-12-15,PAR1,WH-C,Pickup
8469,10,2024-11-16,AMS1,WH-A,Standard
8470,10,2023-03-25,AMS1,WH-B,Pickup
8471,10,2023-06-08,PAR1,WH-B,Express
8472,10,2023-09-06,AMS1,WH-C,Express
8473,10,2024-08-01,PAR1,WH-A,Standard
8474,10,2024-03-06,AMS1,WH-C,Standard
8475,10,2023-09-13,PAR1,WH-C,Pickup
8476,10,2023-05-28,PAR1,WH-B,Express
8477,10,2024-07-07,AMS1,WH-A,Express
8478,10,2024-09-28,PAR1,WH-C,Pickup
8479,10,2024-02-06,AMS1,WH-A,Express
8480,10,2023-09-17,BER1,WH-C,Express
8481,10,2023-10-26,PAR1,WH-C,Pickup
8482,10,2023-10-12,BER1,WH-B,Pickup
8483,10,2023-08-25,AMS1,WH-A,Pickup
8484,10,2024-03-04,BER1,WH-B,Pickup
8485,10,2024-04-05,BER1,WH-C,Pickup
8486,10,2023-06-25,PAR1,WH-A,Pickup
8487,10,2023-06-02,BER1,WH-C,Express
8488,10,2024-04-02,BER1,WH-C,Standard
8489,10,2023-09-21,AMS1,WH-A,Standard
8490,10,2024-03-12,BER1,WH-B,Express
8491,10,2023-05-21,PAR1,WH-C,Express
8492,10,2024-02-21,PAR1,WH-C,Express
8493,10,2023-03-28,BER1,WH-B,Pickup
8494,10,2024-03-14,PAR1,WH-C,Pickup
8495,10,2024-10-17,BER1,WH-A,Standard
8496,10,2024-04-10,AMS1,WH-C,Pickup
8497,10,2024-09-12,BER1,WH-B,Express
8498,10,2024-01-16,PAR1,WH-A,Express
8499,10,2024-10-23,PAR1,WH-A,Standard
8500,10,2024-09-03,BER1,WH-A,Express
8501,10,2023-08-13,BER1,WH-B,Express
8502,10,2024-08-03,BER1,WH-C,Pickup
8503,10,2023-01-12,BER1,WH-B,Standard
8504,10,2024-03-08,PAR1,WH-B,Express
8505,10,2023-10-15,AMS1,WH-C,Express
8506,10,2023-07-21,AMS1,WH-B,Standard
8507,10,2024-03-04,PAR1,WH-A,Standard
8508,10,2023-01-18,PAR1,WH-C,Standard
8509,10,2023-07-23,AMS1,WH-B,Pickup
8510,10,2023-03-24,BER1,WH-A,Standard
8511,10,2023-06-01,BER1,WH-B,Pickup
8512,10,2023-05-13,BER1,WH-C,Express
8513,10,2023-03-08,PAR1,WH-C,Standard
8514,10,2023-10-07,AMS1,WH-A,Express
8515,10,2023-04-12,PAR1,WH-C,Pickup
8516,10,2023-12-25,AMS1,WH-C,Standard
8517,10,2024-01-08,BER1,WH-A,Express
8518,10,2024-08-30,BER1,WH-A,Pickup
8519,10,2023-05-03,BER1,WH-B,Express
8520,10,2023-04-24,PAR1,WH-B,Express
8521,10,2024-06-16,AMS1,WH-B,Express
8522,10,2024-12-19,PAR1,WH-A,Pickup
8523,10,2024-05-19,BER1,WH-C,Pickup
8524,10,2024-03-21,BER1,WH-A,Standard
8525,10,2025-01-02,AMS1,WH-A,Standard
8526,10,2023-01-12,AMS1,WH-B,Express
8527,10,2023-06-01,AMS1,WH-B,Express
8528,10,2024-02-28,AMS1,WH-C,Standard
8529,10,2024-02-21,PAR1,WH-A,Standard
8530,10,2023-06-07,BER1,WH-A,Express
8531,10,2023-09-10,BER1,WH-A,Pickup
8532,10,2023-11-05,AMS1,WH-C,Express
8533,10,2024-04-22,AMS1,WH-B,Express
8534,10,2023-11-22,BER1,WH-C,Standard
8535,10,2024-04-12,AMS1,WH-C,Standard
8536,10,2023-11-25,AMS1,WH-A,Express
8537,10,2024-06-19,BER1,WH-A,Standard
8538,10,2024-05-30,PAR1,WH-B,Standard
8539,10,2023-12-18,PAR1,WH-A,Pickup
8540,10,2023-12-14,PAR1,WH-B,Express
8541,10,2024-06-27,BER1,WH-C,Express
8542,10,2023-07-21,PAR1,WH-B,Pickup
8543,10,2024-03-29,AMS1,WH-C,Pickup
8544,10,2023-08-03,BER1,WH-B,Express
8545,10,2024-06-14,BER1,WH-A,Express
8546,10,2024-04-25,AMS1,WH-A,Standard
8547,10,2024-02-19,PAR1,WH-C,Pickup
8548,10,2024-08-08,AMS1,WH-C,Express
8549,10,2023-05-11,AMS1,WH-C,Pickup
8550,10,2024-03-14,BER1,WH-A,Pickup
8551,10,2024-01-20,PAR1,WH-C,Express
8552,10,2024-06-06,BER1,WH-C,Express
8553,10,2024-09-10,BER1,WH-B,Standard
8554,10,2023-03-20,BER1,WH-C,Standard
8555,10,2024-07-27,BER1,WH-A,Pickup
8556,10,2023-07-31,PAR1,WH-C,Express
8557,10,2024-06-13,BER1,WH-C,Express
8558,10,2024-07-16,PAR1,WH-A,Standard
8559,10,2023-02-12,BER1,WH-B,Pickup
8560,10,2024-08-26,AMS1,WH-C,Express
8561,10,2024-10-28,PAR1,WH-C,Pickup
8562,10,2023-10-25,PAR1,WH-C,Pickup
8563,10,2023-09-14,BER1,WH-B,Standard
8564,10,2023-07-24,AMS1,WH-C,Standard
8565,10,2024-10-10,AMS1,WH-B,Pickup
8566,10,2024-07-25,BER1,WH-C,Pickup
8567,10,2023-03-06,BER1,WH-C,Express
8568,10,2024-12-06,PAR1,WH-A,Express
8569,10,2024-05-29,PAR1,WH-A,Express
8570,10,2024-08-03,PAR1,WH-C,Pickup
8571,10,2023-05-05,AMS1,WH-A,Standard
8572,10,2024-10-06,PAR1,WH-B,Standard
8573,10,2024-01-22,PAR1,WH-B,Pickup
8574,10,2023-04-28,AMS1,WH-C,Pickup
8575,10,2023-05-24,BER1,WH-B,Pickup
8576,10,2024-09-21,AMS1,WH-B,Standard
8577,10,2023-09-30,BER1,WH-A,Standard
8578,10,2023-02-11,BER1,WH-B,Standard
8579,10,2023-03-28,BER1,WH-A,Standard
8580,10,2023-08-09,PAR1,WH-C,Standard
8581,10,2024-06-20,PAR1,WH-A,Express
8582,10,2024-01-16,PAR1,WH-C,Standard
8583,10,2024-12-27,AMS1,WH-B,Express
8584,10,2023-01-16,AMS1,WH-A,Standard
8585,10,2024-04-10,BER1,WH-B,Express
8586,10,2025-01-04,PAR1,WH-C,Standard
8587,10,2024-10-07,AMS1,WH-C,Express
8588,10,2023-06-07,AMS1,WH-B,Express
8589,10,2024-09-20,BER1,WH-A,Pickup
8590,10,2024-04-15,BER1,WH-A,Pickup
8591,10,2024-10-23,AMS1,WH-B,Pickup
8592,10,2024-06-14,BER1,WH-A,Pickup
8593,10,2024-10-24,PAR1,WH-B,Pickup
8594,10,2023-05-16,AMS1,WH-A,Express
8595,10,2024-10-02,AMS1,WH-A,Standard
8596,10,2023-02-25,AMS1,WH-C,Standard
8597,10,2023-11-02,AMS1,WH-A,Pickup
8598,10,2024-08-31,BER1,WH-B,Pickup
8599,10,2024-10-18,AMS1,WH-B,Standard
8600,10,2024-06-28,AMS1,WH-A,Standard
8601,10,2024-07-10,BER1,WH-C,Standard
8602,10,2024-03-02,BER1,WH-B,Express
8603,10,2023-05-22,BER1,WH-A,Standard
8604,10,2023-10-11,BER1,WH-C,Standard
8605,10,2024-09-06,AMS1,WH-A,Pickup
8606,10,2024-08-02,AMS1,WH-C,Express
8607,10,2024-07-21,PAR1,WH-C,Pickup
8608,10,2023-07-31,BER1,WH-A,Standard
8609,10,2024-09-20,BER1,WH-B,Pickup
8610,10,2024-01-18,BER1,WH-C,Pickup
8611,10,2024-05-15,AMS1,WH-B,Express
8612,10,2024-01-29,PAR1,WH-B,Express
8613,10,2024-05-29,BER1,WH-C,Pickup
8614,10,2023-05-04,AMS1,WH-A,Standard
8615,10,2024-06-10,AMS1,WH-B,Express
8616,10,2023-09-17,AMS1,WH-B,Pickup
8617,10,2024-10-09,PAR1,WH-A,Express
8618,10,2023-11-16,AMS1,WH-C,Express
8619,10,2024-11-16,AMS1,WH-A,Standard
8620,10,2023-04-08,BER1,WH-A,Express
8621,10,2024-09-22,PAR1,WH-C,Pickup
8622,10,2023-08-07,PAR1,WH-B,Pickup
8623,10,2023-11-22,PAR1,WH-C,Standard
8624,10,2023-08-09,PAR1,WH-B,Pickup
8625,10,2023-08-21,AMS1,WH-A,Pickup
8626,10,2024-05-25,BER1,WH-B,Pickup
8627,10,2024-07-02,AMS1,WH-B,Standard
8628,10,2023-01-26,AMS1,WH-B,Express
8629,10,2024-09-18,AMS1,WH-C,Standard
8630,10,2024-05-27,PAR1,WH-B,Express
8631,10,2024-03-13,AMS1,WH-B,Standard
8632,10,2024-06-10,AMS1,WH-A,Standard
8633,10,2024-08-01,BER1,WH-A,Express
8634,10,2024-10-11,AMS1,WH-A,Express
8635,10,2024-08-18,BER1,WH-B,Standard
8636,10,2023-02-10,AMS1,WH-A,Express
8637,10,2023-04-04,BER1,WH-B,Pickup
8638,10,2024-02-29,BER1,WH-B,Standard
8639,10,2024-08-08,AMS1,WH-A,Express
8640,10,2023-06-22,PAR1,WH-B,Express
8641,10,2024-03-15,BER1,WH-C,Express
8642,10,2024-10-12,AMS1,WH-B,Express
8643,10,2024-07-08,AMS1,WH-A,Pickup
8644,10,2024-06-03,AMS1,WH-B,Standard
8645,10,2024-09-19,AMS1,WH-B,Pickup
8646,10,2023-11-29,AMS1,WH-A,Pickup
8647,10,2024-04-12,PAR1,WH-A,Pickup
8648,10,2024-07-04,AMS1,WH-C,Pickup
8649,10,2023-04-01,PAR1,WH-A,Pickup
8650,10,2023-02-01,AMS1,WH-C,Pickup
8651,10,2023-08-18,BER1,WH-A,Standard
8652,10,2024-09-02,AMS1,WH-A,Pickup
8653,10,2024-10-12,AMS1,WH-B,Express
8654,10,2024-08-25,BER1,WH-B,Standard
8655,10,2023-08-11,BER1,WH-C,Express
8656,10,2023-01-26,PAR1,WH-C,Express
8657,10,2024-04-18,AMS1,WH-C,Pickup
8658,10,2024-12-12,PAR1,WH-C,Express
8659,10,2024-06-14,BER1,WH-B,Standard
8660,10,2024-12-03,BER1,WH-A,Pickup
8661,10,2024-09-14,BER1,WH-C,Pickup
8662,10,2023-05-30,AMS1,WH-C,Pickup
8663,10,2024-04-10,PAR1,WH-B,Express
8664,10,2023-10-17,BER1,WH-A,Pickup
8665,10,2023-07-16,AMS1,WH-B,Standard
8666,10,2024-12-20,PAR1,WH-B,Pickup
8667,10,2023-10-12,BER1,WH-C,Pickup
8668,10,2024-11-15,PAR1,WH-B,Standard
8669,10,2024-02-25,PAR1,WH-A,Express
8670,10,2023-03-10,AMS1,WH-B,Standard
8671,10,2023-04-20,PAR1,WH-A,Standard
8672,10,2023-07-24,PAR1,WH-A,Express
8673,10,2024-03-26,AMS1,WH-C,Express
8674,10,2024-05-17,AMS1,WH-C,Standard
8675,10,2023-05-06,AMS1,WH-B,Pickup
8676,10,2024-10-27,AMS1,WH-C,Standard
8677,10,2024-06-19,AMS1,WH-B,Standard
8678,10,2024-10-25,BER1,WH-B,Pickup
8679,10,2024-11-03,AMS1,WH-A,Express
8680,10,2023-02-18,BER1,WH-B,Express
8681,10,2023-02-12,PAR1,WH-A,Express
8682,10,2023-04-09,BER1,WH-C,Pickup
8683,10,2024-05-25,PAR1,WH-C,Pickup
8684,10,2024-08-23,AMS1,WH-B,Express
8685,10,2023-12-16,BER1,WH-C,Pickup
8686,10,2024-06-05,BER1,WH-A,Standard
8687,10,2023-11-22,AMS1,WH-C,Pickup
8688,10,2024-03-31,PAR1,WH-C,Express
8689,10,2024-02-12,AMS1,WH-A,Standard
8690,10,2023-09-21,PAR1,WH-A,Pickup
8691,10,2023-06-28,PAR1,WH-C,Pickup
8692,10,2023-10-08,BER1,WH-C,Standard
8693,10,2024-04-02,PAR1,WH-C,Express
8694,10,2023-06-03,BER1,WH-B,Pickup
8695,10,2024-08-26,AMS1,WH-C,Standard
8696,10,2023-12-11,PAR1,WH-B,Pickup
8697,10,2024-04-25,BER1,WH-B,Pickup
8698,10,2023-02-03,PAR1,WH-C,Express
8699,10,2023-04-19,AMS1,WH-A,Express
8700,10,2023-01-31,AMS1,WH-C,Express
8701,10,2023-11-24,AMS1,WH-C,Pickup
8702,10,2023-02-17,PAR1,WH-A,Pickup
8703,10,2023-11-25,PAR1,WH-B,Standard
8704,10,2024-06-09,BER1,WH-B,Express
8705,10,2023-10-03,PAR1,WH-B,Express
8706,10,2023-07-17,BER1,WH-A,Standard
8707,10,2023-01-14,AMS1,WH-B,Standard
8708,10,2023-08-18,AMS1,WH-A,Standard
8709,10,2024-06-23,AMS1,WH-B,Express
8710,10,2023-09-13,PAR1,WH-A,Standard
8711,10,2023-09-17,BER1,WH-C,Standard
8712,10,2023-07-02,BER1,WH-A,Express
8713,10,2024-11-13,PAR1,WH-A,Standard
8714,10,2023-09-02,BER1,WH-B,Pickup
8715,10,2024-07-24,AMS1,WH-C,Standard
8716,10,2023-10-27,AMS1,WH-C,Standard
8717,10,2023-07-28,BER1,WH-B,Standard
8718,10,2023-03-14,BER1,WH-A,Standard
8719,10,2024-10-06,PAR1,WH-C,Pickup
8720,10,2023-01-25,BER1,WH-A,Standard
8721,10,2024-02-16,PAR1,WH-A,Pickup
8722,10,2023-08-10,BER1,WH-C,Standard
8723,10,2024-08-25,BER1,WH-A,Express
8724,10,2023-11-09,BER1,WH-A,Pickup
8725,10,2024-05-09,AMS1,WH-B,Standard
8726,10,2023-12-14,AMS1,WH-C,Express
8727,10,2023-01-22,PAR1,WH-A,Express
8728,10,2024-05-14,PAR1,WH-C,Pickup
8729,10,2023-01-14,PAR1,WH-B,Express
8730,10,2024-12-09,BER1,WH-B,Express
8731,10,2023-11-01,AMS1,WH-A,Express
8732,10,2024-07-20,BER1,WH-B,Pickup
8733,10,2023-07-23,PAR1,WH-B,Standard
8734,10,2024-01-02,AMS1,WH-B,Express
8735,10,2023-06-10,AMS1,WH-B,Express
8736,10,2023-09-30,PAR1,WH-B,Pickup
8737,10,2023-11-09,AMS1,WH-B,Express
8738,10,2024-06-21,AMS1,WH-A,Pickup
8739,10,2024-03-30,BER1,WH-C,Express
8740,10,2024-12-10,AMS1,WH-A,Express
8741,10,2024-09-05,BER1,WH-B,Pickup
8742,10,2023-06-17,PAR1,WH-A,Pickup
8743,10,2023-11-06,BER1,WH-C,Express
8744,10,2024-01-24,BER1,WH-B,Pickup
8745,10,2023-07-16,BER1,WH-B,Pickup
8746,10,2024-07-07,BER1,WH-C,Standard
8747,10,2023-09-15,AMS1,WH-B,Standard
8748,10,2023-02-25,PAR1,WH-A,Express
8749,10,2023-01-09,PAR1,WH-C,Pickup
8750,10,2023-08-31,AMS1,WH-A,Standard
8751,10,2023-05-28,AMS1,WH-C,Express
8752,10,2024-08-18,AMS1,WH-C,Standard
8753,10,2023-01-20,BER1,WH-C,Standard
8754,10,2024-02-06,PAR1,WH-C,Standard
8755,10,2023-03-14,PAR1,WH-C,Standard
8756,10,2024-10-04,BER1,WH-C,Pickup
8757,10,2023-03-16,AMS1,WH-A,Express
8758,10,2023-08-26,PAR1,WH-A,Standard
8759,10,2023-06-03,AMS1,WH-A,Express
8760,10,2024-05-18,PAR1,WH-A,Pickup
8761,10,2024-04-16,PAR1,WH-C,Standard
8762,10,2023-10-29,BER1,WH-C,Pickup
8763,10,2023-04-07,PAR1,WH-B,Express
8764,10,2024-10-02,PAR1,WH-A,Pickup
8765,10,2024-06-08,AMS1,WH-B,Express
8766,10,2023-10-20,BER1,WH-C,Express
8767,10,2023-02-01,AMS1,WH-A,Pickup
8768,10,2024-02-14,PAR1,WH-A,Pickup
8769,10,2024-02-26,PAR1,WH-C,Pickup
8770,10,2023-11-04,PAR1,WH-B,Express
8771,10,2024-02-24,AMS1,WH-C,Pickup
8772,10,2023-06-06,PAR1,WH-B,Pickup
8773,10,2023-06-18,PAR1,WH-C,Express
8774,10,2024-07-30,PAR1,WH-B,Express
8775,10,2024-07-20,AMS1,WH-B,Standard
8776,10,2024-03-27,BER1,WH-B,Pickup
8777,10,2024-12-04,PAR1,WH-B,Pickup
8778,10,2024-01-21,BER1,WH-C,Standard
8779,10,2024-02-17,AMS1,WH-A,Express
8780,10,2023-02-13,AMS1,WH-B,Pickup
8781,10,2024-05-24,PAR1,WH-B,Express
8782,10,2024-05-10,AMS1,WH-C,Standard
8783,10,2024-01-22,BER1,WH-C,Express
8784,10,2023-07-04,PAR1,WH-A,Standard
8785,10,2023-06-16,PAR1,WH-C,Express
8786,10,2024-11-30,AMS1,WH-A,Express
8787,10,2023-02-15,BER1,WH-C,Standard
8788,10,2023-04-25,PAR1,WH-C,Pickup
8789,10,2023-06-09,PAR1,WH-B,Pickup
8790,10,2023-08-15,PAR1,WH-A,Express
8791,10,2023-11-10,PAR1,WH-C,Express
8792,10,2023-03-05,PAR1,WH-A,Express
8793,10,2023-09-17,PAR1,WH-C,Express
8794,10,2024-10-22,AMS1,WH-B,Express
8795,10,2024-06-13,AMS1,WH-B,Express
8796,10,2024-10-12,PAR1,WH-A,Standard
8797,10,2024-05-18,PAR1,WH-B,Express
8798,10,2024-04-24,AMS1,WH-C,Pickup
8799,10,2024-02-29,PAR1,WH-B,Express
8800,10,2024-12-17,PAR1,WH-C,Express
8801,10,2023-09-15,AMS1,WH-A,Express
8802,10,2023-01-08,BER1,WH-C,Pickup
8803,10,2023-09-10,BER1,WH-C,Pickup
8804,10,2023-07-17,AMS1,WH-C,Pickup
8805,10,2023-07-20,BER1,WH-A,Express
8806,10,2023-02-25,PAR1,WH-B,Express
8807,10,2023-08-31,PAR1,WH-C,Express
8808,10,2023-06-14,BER1,WH-C,Pickup
8809,10,2023-10-28,AMS1,WH-B,Standard
8810,10,2024-06-08,AMS1,WH-C,Standard
8811,10,2024-09-04,PAR1,WH-B,Express
8812,10,2024-01-30,PAR1,WH-B,Express
8813,10,2024-10-20,AMS1,WH-C,Pickup
8814,10,2023-01-31,AMS1,WH-B,Express
8815,10,2023-03-12,BER1,WH-B,Pickup
8816,10,2024-01-26,AMS1,WH-B,Pickup
8817,10,2023-07-29,AMS1,WH-B,Pickup
8818,10,2023-02-12,AMS1,WH-A,Standard
8819,10,2023-07-09,PAR1,WH-C,Pickup
8820,10,2023-05-06,BER1,WH-B,Express
8821,10,2024-01-26,BER1,WH-B,Standard
8822,10,2023-09-28,BER1,WH-A,Standard
8823,10,2023-05-02,AMS1,WH-B,Express
8824,10,2023-03-09,BER1,WH-B,Pickup
8825,10,2023-08-19,BER1,WH-B,Pickup
8826,10,2023-12-21,PAR1,WH-C,Express
8827,10,2023-02-07,AMS1,WH-B,Pickup
8828,10,2024-07-09,BER1,WH-C,Express
8829,10,2023-11-09,BER1,WH-B,Standard
8830,10,2023-10-07,PAR1,WH-C,Pickup
8831,10,2023-07-01,AMS1,WH-B,Pickup
8832,10,2024-03-17,AMS1,WH-C,Express
8833,10,2023-03-05,PAR1,WH-C,Express
8834,10,2023-12-10,BER1,WH-B,Express
8835,10,2023-09-01,PAR1,WH-B,Express
8836,10,2024-11-04,PAR1,WH-A,Express
8837,10,2024-02-09,AMS1,WH-B,Pickup
8838,10,2023-06-14,PAR1,WH-B,Standard
8839,10,2023-02-08,PAR1,WH-C,Standard
8840,10,2024-04-11,AMS1,WH-C,Standard
8841,10,2024-08-17,AMS1,WH-C,Standard
8842,10,2024-05-24,PAR1,WH-C,Pickup
8843,10,2023-05-10,AMS1,WH-A,Pickup
8844,10,2024-03-10,PAR1,WH-B,Express
8845,10,2024-08-08,AMS1,WH-B,Pickup
8846,10,2023-09-19,BER1,WH-B,Express
8847,10,2023-09-07,AMS1,WH-B,Pickup
8848,10,2024-02-25,BER1,WH-C,Express
8849,10,2023-06-27,AMS1,WH-B,Pickup
8850,10,2023-02-28,BER1,WH-B,Express
8851,10,2023-08-03,BER1,WH-C,Pickup
8852,10,2024-02-15,PAR1,WH-B,Pickup
8853,10,2024-11-09,PAR1,WH-C,Pickup
8854,10,2024-10-27,AMS1,WH-B,Pickup
8855,10,2023-08-03,PAR1,WH-C,Standard
8856,10,2024-01-25,AMS1,WH-C,Standard
8857,10,2023-11-15,PAR1,WH-B,Pickup
8858,10,2024-08-15,BER1,WH-A,Standard
8859,10,2024-05-07,BER1,WH-B,Pickup
8860,10,2024-03-23,AMS1,WH-B,Express
8861,10,2024-10-25,BER1,WH-B,Standard
8862,10,2024-09-07,BER1,WH-B,Pickup
8863,10,2024-10-16,BER1,WH-A,Pickup
8864,10,2023-11-23,AMS1,WH-A,Standard
8865,10,2024-09-14,PAR1,WH-A,Standard
8866,10,2024-09-23,AMS1,WH-B,Express
8867,10,2023-05-06,AMS1,WH-A,Pickup
8868,10,2024-04-10,BER1,WH-B,Pickup
8869,10,2023-12-29,AMS1,WH-A,Pickup
8870,10,2024-12-06,AMS1,WH-B,Express
8871,10,2023-09-24,PAR1,WH-B,Standard
8872,10,2024-09-17,AMS1,WH-C,Express
8873,10,2023-11-24,BER1,WH-A,Standard
8874,10,2023-01-11,PAR1,WH-A,Express
8875,10,2024-12-26,AMS1,WH-B,Express
8876,10,2023-07-23,BER1,WH-A,Express
8877,10,2023-04-21,AMS1,WH-A,Standard
8878,10,2024-01-22,BER1,WH-C,Express
8879,10,2024-03-18,AMS1,WH-A,Pickup
8880,10,2024-01-16,AMS1,WH-A,Pickup
8881,10,2024-09-02,BER1,WH-B,Pickup
8882,10,2024-11-06,AMS1,WH-B,Standard
8883,10,2023-06-25,PAR1,WH-C,Express
8884,10,2024-11-26,BER1,WH-A,Standard
8885,10,2024-02-15,BER1,WH-A,Standard
8886,10,2024-12-17,BER1,WH-A,Standard
8887,10,2023-08-29,PAR1,WH-C,Pickup
8888,10,2024-07-07,BER1,WH-B,Standard
8889,10,2023-05-10,BER1,WH-A,Pickup
